КОКТЕЙЛЬ;Москва, ул. Полковая, 3, стр. 4;+7 (495) 787-33-65;7 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%9E%D0%9A%D0%A2%D0%95%D0%99%D0%9B%D0%AC&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КОЛБАСОФФ;Москва, ул. Земляной Вал, 9;+7 (495) 229-95-10, +7 (495) 229-95-11, +7 (495) 229-95-12, +7 (495) 995-23-33;8 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%9E%D0%9B%D0%91%D0%90%D0%A1%D0%9E%D0%A4%D0%A4&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КОЛЕСО ВРЕМЕНИ;Москва, Орликов пер., 5, стр. 2;+7 (499) 975-38-80, +7 (495) 755-13-28, +7 (903) 755-13-28;2 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%9E%D0%9B%D0%95%D0%A1%D0%9E+%D0%92%D0%A0%D0%95%D0%9C%D0%95%D0%9D%D0%98&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КОЛЛЕКЦИЯ;Москва, ул. Бакунинская, 71, стр. 10;+7 (495) 775-14-38, +7 (495) 775-14-35, +7 (495) 775-14-36, +7 (495) 775-14-37;92 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%9E%D0%9B%D0%9B%D0%95%D0%9A%D0%A6%D0%98%D0%AF&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КОЛО;Москва, ул. Трофимова, 3;+7 (495) 723-45-09;6 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%9E%D0%9B%D0%9E&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КОЛОБКИ;Москва, Алтуфьевское ш., 31;+7 (495) 500-67-67;15 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%9E%D0%9B%D0%9E%D0%91%D0%9A%D0%98&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КОЛОННА;Москва, ул. Пречистенка, 21/12, стр. 5;+7 (495) 637-47-95;5 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%9E%D0%9B%D0%9E%D0%9D%D0%9D%D0%90&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КОЛУМБУС;Москва, ул. Дубнинская, 83;+7 (495) 900-54-21, +7 (495) 900-62-00;6 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%9E%D0%9B%D0%A3%D0%9C%D0%91%D0%A3%D0%A1&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КОЛЬЧУГА;Москва, Ленинский просп., 44;+7 (499) 137-52-18, +7 (495) 651-25-00;16 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%9E%D0%9B%D0%AC%D0%A7%D0%A3%D0%93%D0%90&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КОМБИНАТ ПИТАНИЯ МВД РФ;Москва, ул. Житная, 16;+7 (495) 667-58-12, +7 (495) 667-50-44;1 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%9E%D0%9C%D0%91%D0%98%D0%9D%D0%90%D0%A2+%D0%9F%D0%98%D0%A2%D0%90%D0%9D%D0%98%D0%AF+%D0%9C%D0%92%D0%94+%D0%A0%D0%A4&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КОМБИНАТ ПИТАНИЯ МИД РФ;Москва, Смоленская-Сенная пл., 32/34;+7 (495) 244-35-40, +7 (495) 244-22-45, +7 (495) 244-38-04, +7 (495) 244-48-49;1 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%9E%D0%9C%D0%91%D0%98%D0%9D%D0%90%D0%A2+%D0%9F%D0%98%D0%A2%D0%90%D0%9D%D0%98%D0%AF+%D0%9C%D0%98%D0%94+%D0%A0%D0%A4&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КОМБИНАТ ПИТАНИЯ ФХУ МЭРИИ г. МОСКВЫ;Москва, Леонтьевский пер., 22;+7 (495) 629-29-81, +7 (495) 621-85-83;1 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%9E%D0%9C%D0%91%D0%98%D0%9D%D0%90%D0%A2+%D0%9F%D0%98%D0%A2%D0%90%D0%9D%D0%98%D0%AF+%D0%A4%D0%A5%D0%A3+%D0%9C%D0%AD%D0%A0%D0%98%D0%98+%D0%B3.+%D0%9C%D0%9E%D0%A1%D0%9A%D0%92%D0%AB&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КОНАДО;Москва, ул. Бауманская, 44, стр. 2;+7 (495) 221-04-91;1 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%9E%D0%9D%D0%90%D0%94%D0%9E&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КОНИКС-ШКОЛЬНИК;Москва, ул. Средняя Калитниковская, 27, стр. 1;+7 (495) 632-61-49, +7 (495) 912-57-23;1 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%9E%D0%9D%D0%98%D0%9A%D0%A1-%D0%A8%D0%9A%D0%9E%D0%9B%D0%AC%D0%9D%D0%98%D0%9A&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КОНСЕРВАТОРИЯ;Москва, Космодамианская наб., 52, стр. 8;+7 (495) 730-43-55, +7 (495) 730-22-26, +7 (495) 730-43-59, +7 (495) 730-81-35, +7 (495) 730-18-60, +7 (495) 730-10-11, +7 (495) 730-18-52, +7 (495) 730-43-50, +7 (495) 730-17-18;3 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%9E%D0%9D%D0%A1%D0%95%D0%A0%D0%92%D0%90%D0%A2%D0%9E%D0%A0%D0%98%D0%AF&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КОНСУЛ;Москва, Ленинский просп., 24;+7 (495) 954-27-65;67 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%9E%D0%9D%D0%A1%D0%A3%D0%9B&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КОН-ТИКИ БАР
КОНТИНЕНТАЛЬ;Москва, ул. Ордынка Б., 40, стр. 2;+7 (495) 787-67-36, +7 (495) 787-67-35;29 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%9E%D0%9D%D0%A2%D0%98%D0%9D%D0%95%D0%9D%D0%A2%D0%90%D0%9B%D0%AC&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КОНТРАБАС;Москва, Сретенский бул., 6/1, стр. 2;+7 (495) 621-69-67;1 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%9E%D0%9D%D0%A2%D0%A0%D0%90%D0%91%D0%90%D0%A1&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КОНЬ И ПЕС;Москва, ул. Станиславского, 16/27;+7 (495) 234-19-00, +7 (495) 912-08-65, +7 (495) 912-69-63, +7 (495) 743-15-48;1 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%9E%D0%9D%D0%AC+%D0%98+%D0%9F%D0%95%D0%A1&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КОРЛЕОНЕ ПИЦЦА;Москва, Спартаковский пер., 16;+7 (495) 540-02-92;1 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%9E%D0%A0%D0%9B%D0%95%D0%9E%D0%9D%D0%95+%D0%9F%D0%98%D0%A6%D0%A6%D0%90&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КОТЕЛОК КАФЕ-БАР
КОТО;Москва, Ленинский просп., 2/1;+7 (499) 238-18-14;1 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%9E%D0%A2%D0%9E&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КОФЕ ЛиС
КОФЕ ТУН;Московская обл., Химки г., Ленинградское ш., 23-й км, ТРЦ Мега-Химки;+7 (495) 789-69-73;5 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%9E%D0%A4%D0%95+%D0%A2%D0%A3%D0%9D&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КОФЕ ХАУЗ;Москва, ул. Новослободская, 10, стр. 1;+7 (495) 221-83-81;108 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%9E%D0%A4%D0%95+%D0%A5%D0%90%D0%A3%D0%97&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КОФЕЙНАЯ ПАУЗА
КОФЕЙНЯ-БАР;Москва, ул. Павловская, 6;+7 (495) 952-20-64;2345 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%9E%D0%A4%D0%95%D0%99%D0%9D%D0%AF-%D0%91%D0%90%D0%A0&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КОФЕМАНИЯ;Москва, ул. Никитская Б., 13;+7 (495) 775-51-88, +7 (495) 775-43-10, +7 (495) 629-39-01;10 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%9E%D0%A4%D0%95%D0%9C%D0%90%D0%9D%D0%98%D0%AF&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КОФЕ-ТАЙМ;Москва, Ленинский просп., 105;+7 (495) 735-99-72;7 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%9E%D0%A4%D0%95-%D0%A2%D0%90%D0%99%D0%9C&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КОФЕШЕНКЪ;Москва, ул. Ордынка Б., 7, стр. 1;+7 (495) 953-13-00;1 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%9E%D0%A4%D0%95%D0%A8%D0%95%D0%9D%D0%9A%D0%AA&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КРАНЦЛЕР;Москва, ш. Энтузиастов, 7а;+7 (495) 937-71-41;2 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%A0%D0%90%D0%9D%D0%A6%D0%9B%D0%95%D0%A0&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КРАСНАЯ МЕЛЬНИЦА;Москва, ул. Трифоновская, 24, стр. 1;+7 (495) 681-71-05;2 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%A0%D0%90%D0%A1%D0%9D%D0%90%D0%AF+%D0%9C%D0%95%D0%9B%D0%AC%D0%9D%D0%98%D0%A6%D0%90&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КРАСНЫЙ БАР;Москва, Краснопресненская наб., 12, подъезд 6;+7 (495) 258-13-84, +7 (495) 258-13-83, +7 (495) 258-13-85;5 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%A0%D0%90%D0%A1%D0%9D%D0%AB%D0%99+%D0%91%D0%90%D0%A0&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КРАСНЫЙ ЛЕВ БАР;Москва, Краснопресненская наб., 12, подъезд 6;+7 (495) 258-13-84, +7 (495) 258-13-83, +7 (495) 258-13-85;1 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%A0%D0%90%D0%A1%D0%9D%D0%AB%D0%99+%D0%9B%D0%95%D0%92+%D0%91%D0%90%D0%A0&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КРАСОТЕЛЬ УПРАВЛЯЮЩАЯ КОМПАНИЯ
КРЕМЛЕВСКИЙ КОМБИНАТ ПИТАНИЯ;Москва, Ипатьевский пер., 9/1, стр. 1;+7 (495) 606-48-27, +7 (495) 606-94-80, +7 (495) 606-29-24;1 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%A0%D0%95%D0%9C%D0%9B%D0%95%D0%92%D0%A1%D0%9A%D0%98%D0%99+%D0%9A%D0%9E%D0%9C%D0%91%D0%98%D0%9D%D0%90%D0%A2+%D0%9F%D0%98%D0%A2%D0%90%D0%9D%D0%98%D0%AF&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КРЕПЕРИ ДЕ ПАРИ;Москва, ул. Профсоюзная, 12;+7 (499) 125-83-00, +7 (499) 125-88-11;2 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%A0%D0%95%D0%9F%D0%95%D0%A0%D0%98+%D0%94%D0%95+%D0%9F%D0%90%D0%A0%D0%98&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КРИК КАРАОКЕ-БАР;Москва, бул. Страсной, 16;+7 (495) 694-13-16;1 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%A0%D0%98%D0%9A+%D0%9A%D0%90%D0%A0%D0%90%D0%9E%D0%9A%D0%95-%D0%91%D0%90%D0%A0&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КРОШКА-КАРТОШКА;Москва, ул. Земляной Вал, 33, ТРК Атриум;+7 (495) 514-19-35;235 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%A0%D0%9E%D0%A8%D0%9A%D0%90-%D0%9A%D0%90%D0%A0%D0%A2%D0%9E%D0%A8%D0%9A%D0%90&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КРУЖКА ПИВНОЙ РЕСТОРАН;Москва, Нижний Сусальный пер., 5, стр. 1;+7 (495) 411-94-45, +7 (495) 785-62-87, +7 (495) 785-62-85;36 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%A0%D0%A3%D0%96%D0%9A%D0%90+%D0%9F%D0%98%D0%92%D0%9D%D0%9E%D0%99+%D0%A0%D0%95%D0%A1%D0%A2%D0%9E%D0%A0%D0%90%D0%9D&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КРЫЛОВ;Москва, Каширское ш., 9, корп.4;+7 (499) 725-50-70;15 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%A0%D0%AB%D0%9B%D0%9E%D0%92&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КРЫМСКИЙ;Москва, бул. Чистопрудный, 2;+7 (495) 748-04-11;13 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%A0%D0%AB%D0%9C%D0%A1%D0%9A%D0%98%D0%99&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КУЗНЕЦКИЙ МОСТ-19;Москва, ул. Кузнецкий Мост, 19;+7 (495) 621-23-90, +7 (495) 621-21-74, +7 (495) 621-25-03;1 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%A3%D0%97%D0%9D%D0%95%D0%A6%D0%9A%D0%98%D0%99+%D0%9C%D0%9E%D0%A1%D0%A2-19&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КУКУШКА;Москва, ул. Пушечная, 9/6, стр. 1;+7 (495) 625-96-76;2 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%A3%D0%9A%D0%A3%D0%A8%D0%9A%D0%90&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КУПЕЦ СМИРНОВЪ;Москва, ул. Варварка, 14;+7 (495) 698-48-26;1 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%A3%D0%9F%D0%95%D0%A6+%D0%A1%D0%9C%D0%98%D0%A0%D0%9D%D0%9E%D0%92%D0%AA&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КУПЕЧЕСКИЙ КЛУБ НА МЕЛЬНИЦЕ;Москва, ул. Садовая-Спасская, 24;+7 (495) 625-88-90, +7 (495) 625-87-53;1 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%A3%D0%9F%D0%95%D0%A7%D0%95%D0%A1%D0%9A%D0%98%D0%99+%D0%9A%D0%9B%D0%A3%D0%91+%D0%9D%D0%90+%D0%9C%D0%95%D0%9B%D0%AC%D0%9D%D0%98%D0%A6%D0%95&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КУПОЛ;Москва, Олимпийский просп., 18/1;+7 (495) 931-98-73;16 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%A3%D0%9F%D0%9E%D0%9B&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КУРА;Москва, Шенкурский пр-д, 3б;+7 (495) 225-39-69;293 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%A3%D0%A0%D0%90&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КУРИЛЫ;Москва, ул. Николоямская, 29, стр. 1;+7 (495) 915-25-90, +7 (495) 915-38-94;1 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%A3%D0%A0%D0%98%D0%9B%D0%AB&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
КЭСКЕЙД КЕЙТЕРИНГ;Москва, ул. Тверская-Ямская 2-я, 18;+7 (495) 725-44-75;2 адресов;http://maps.yandex.ru/?text=%D0%9A%D0%AD%D0%A1%D0%9A%D0%95%D0%99%D0%94+%D0%9A%D0%95%D0%99%D0%A2%D0%95%D0%A0%D0%98%D0%9D%D0%93&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ЛА КАНТИНА;Москва, ул. Тверская, 5/6;+7 (495) 692-53-88;1 адресов;http://maps.yandex.ru/?text=%D0%9B%D0%90+%D0%9A%D0%90%D0%9D%D0%A2%D0%98%D0%9D%D0%90&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ЛА ПИАЦЦА;Москва, ул. Лазарева Адмирала, 24;+7 (495) 787-26-15, +7 (495) 787-26-70, +7 (495) 741-46-46;1 адресов;http://maps.yandex.ru/?text=%D0%9B%D0%90+%D0%9F%D0%98%D0%90%D0%A6%D0%A6%D0%90&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ЛА ЧИППОЛА;Москва, пл. Театральная, 5, стр. 3;+7 (495) 698-32-54, +7 (495) 698-40-08, +7 (495) 698-27-37;1 адресов;http://maps.yandex.ru/?text=%D0%9B%D0%90+%D0%A7%D0%98%D0%9F%D0%9F%D0%9E%D0%9B%D0%90&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ЛАБАРДАНС;Москва, ул. Никитская Б., 19/13;+7 (495) 691-65-13;2 адресов;http://maps.yandex.ru/?text=%D0%9B%D0%90%D0%91%D0%90%D0%A0%D0%94%D0%90%D0%9D%D0%A1&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ЛАВАШ;Москва, бул. Цветной, 7, стр. 1;+7 (495) 625-74-52, +7 (495) 625-82-85;1 адресов;http://maps.yandex.ru/?text=%D0%9B%D0%90%D0%92%D0%90%D0%A8&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ЛАДА КАФЕ-БАР;Московская обл., Люберецкий р-н, Красково пос., ул. Карла Маркса, 117/2;+7 (495) 557-23-09;5 адресов;http://maps.yandex.ru/?text=%D0%9B%D0%90%D0%94%D0%90+%D0%9A%D0%90%D0%A4%D0%95-%D0%91%D0%90%D0%A0&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ЛАЛУНА;Москва, Садовническая наб., 69;+7 (495) 725-44-25;1 адресов;http://maps.yandex.ru/?text=%D0%9B%D0%90%D0%9B%D0%A3%D0%9D%D0%90&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ЛАНА-ПИЦЦА;Москва, Пятницкий пер., 2;+7 (495) 979-19-17;2 адресов;http://maps.yandex.ru/?text=%D0%9B%D0%90%D0%9D%D0%90-%D0%9F%D0%98%D0%A6%D0%A6%D0%90&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ЛАНДРИНЪ;Москва, ул. Сущёвская, 9, стр. 4;+7 (499) 978-21-00;1 адресов;http://maps.yandex.ru/?text=%D0%9B%D0%90%D0%9D%D0%94%D0%A0%D0%98%D0%9D%D0%AA&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ЛаньЧ;Москва, ул. Электрозаводская, 21, к.41;+7 (495) 788-66-86, +7 (495) 788-66-87;1 адресов;http://maps.yandex.ru/?text=%D0%9B%D0%B0%D0%BD%D1%8C%D0%A7&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ЛЕВША;Москва, ул. Дмитровка Б., 2, стр. 1;+7 (495) 692-82-63, +7 (495) 692-20-62;8 адресов;http://maps.yandex.ru/?text=%D0%9B%D0%95%D0%92%D0%A8%D0%90&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ЛЕД;Москва, просп. 60-летия Октября, 29, корп.1;+7 (495) 779-77-09, +7 (495) 258-88-30;121 адресов;http://maps.yandex.ru/?text=%D0%9B%D0%95%D0%94&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ЛЕМОНЧЕЛЛО;Москва, ул. Щепкина, 33;+7 (499) 272-50-09;2 адресов;http://maps.yandex.ru/?text=%D0%9B%D0%95%D0%9C%D0%9E%D0%9D%D0%A7%D0%95%D0%9B%D0%9B%D0%9E&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ЛЕНТЯЙ;Москва, ул. Малая Почтовая, 2/2, стр. 1;+7 (926) 231-35-27, +7 (499) 261-20-64;2 адресов;http://maps.yandex.ru/?text=%D0%9B%D0%95%D0%9D%D0%A2%D0%AF%D0%99&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ЛЕСНОЙ ПИР;Москва, просп. Мира, 30, стр. 2;+7 (499) 340-75-29, +7 (495) 680-28-01;1 адресов;http://maps.yandex.ru/?text=%D0%9B%D0%95%D0%A1%D0%9D%D0%9E%D0%99+%D0%9F%D0%98%D0%A0&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ЛИГА ПАП;Москва, ул. Б. Лубянка, 24;+7 (495) 624-36-36;1 адресов;http://maps.yandex.ru/?text=%D0%9B%D0%98%D0%93%D0%90+%D0%9F%D0%90%D0%9F&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ЛИЗАВЕТА;Москва, просп. Мира, 43;+7 (495) 688-94-73;1 адресов;http://maps.yandex.ru/?text=%D0%9B%D0%98%D0%97%D0%90%D0%92%D0%95%D0%A2%D0%90&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ЛИМОНЧЕЛЛО;Москва, Комсомольский просп., 4;+7 (499) 245-25-04;1 адресов;http://maps.yandex.ru/?text=%D0%9B%D0%98%D0%9C%D0%9E%D0%9D%D0%A7%D0%95%D0%9B%D0%9B%D0%9E&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ЛИНДЕРХОФ;Москва, Ломоносовский просп., 7, корп.1;+7 (499) 134-10-51;2 адресов;http://maps.yandex.ru/?text=%D0%9B%D0%98%D0%9D%D0%94%D0%95%D0%A0%D0%A5%D0%9E%D0%A4&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ЛИСТЬЯ;Москва, ул. Электрозаводская, 21;+7 (495) 730-18-31, +7 (495) 748-37-53;21 адресов;http://maps.yandex.ru/?text=%D0%9B%D0%98%D0%A1%D0%A2%D0%AC%D0%AF&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ЛИСЬЯ НОРА ПИВНОЙ БАР;Москва, Даев пер., 2;+7 (495) 607-04-98, +7 (495) 607-94-10;1 адресов;http://maps.yandex.ru/?text=%D0%9B%D0%98%D0%A1%D0%AC%D0%AF+%D0%9D%D0%9E%D0%A0%D0%90+%D0%9F%D0%98%D0%92%D0%9D%D0%9E%D0%99+%D0%91%D0%90%D0%A0&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ЛИТРБОЛ СПОРТ-БАР
ЛОББИ-БАР;Москва, пл. Европы, 2;+7 (495) 941-80-20;5 адресов;http://maps.yandex.ru/?text=%D0%9B%D0%9E%D0%91%D0%91%D0%98-%D0%91%D0%90%D0%A0&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ЛОН СИН;Москва, ул. Переяславская Б., 7, стр. 1;+7 (495) 981-42-95;1 адресов;http://maps.yandex.ru/?text=%D0%9B%D0%9E%D0%9D+%D0%A1%D0%98%D0%9D&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ЛОНДОН ПАБ;Москва, просп. Мира, 56, стр. 1;+7 (495) 937-86-46;1 адресов;http://maps.yandex.ru/?text=%D0%9B%D0%9E%D0%9D%D0%94%D0%9E%D0%9D+%D0%9F%D0%90%D0%91&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ЛУБЯНСКИЙ;Москва, Кривоколенный пер., 5, стр. 4;+7 (495) 621-59-54;6 адресов;http://maps.yandex.ru/?text=%D0%9B%D0%A3%D0%91%D0%AF%D0%9D%D0%A1%D0%9A%D0%98%D0%99&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ЛУЖНИКИ VIP-РЕСТОРАН;Москва, ул. Лужники, 24, стр. 1, БСА, Трибуна А, вход VIP-1, зал 2;+7 (495) 637-09-82, +7 (495) 637-07-46, +7 (495) 637-08-24;1 адресов;http://maps.yandex.ru/?text=%D0%9B%D0%A3%D0%96%D0%9D%D0%98%D0%9A%D0%98+VIP-%D0%A0%D0%95%D0%A1%D0%A2%D0%9E%D0%A0%D0%90%D0%9D&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ЛУИЗИАНА;Москва, ул. Пятницкая, 30, стр. 4;+7 (495) 959-55-06, +7 (495) 951-42-44, +7 (495) 959-55-11;1 адресов;http://maps.yandex.ru/?text=%D0%9B%D0%A3%D0%98%D0%97%D0%98%D0%90%D0%9D%D0%90&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
